נושא,מספר תקנה,משרד,סוג תמיכה,מקבל התמיכה,מספר תאגיד,שנה,סה״כ אושר,סה״כ שולם
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"מוסיקה מזרח-מערב {ע""ר}",580186278,2016,950000.0,738584.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"מכון תל אביב לחזנות (ע""ר)",580210870,2016,289991.0,245987.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"מרכז לתרבות ולשימור מורשת יהדות קוצ'ין (ע""ר)",580222552,2016,100000.0,60000.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"מכון הברמן למחקרי ספרות (ע""ר)",580229771,2016,220000.0,153925.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"""אור שלום"" ע""ש ר' שלום טייאר זצוק""ל ור' שלום בנעטיה זצ""ל",580281095,2016,250000.0,233274.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"מקהלת החזנים הירושלמית (ע""ר)",580337913,2016,168267.0,159287.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"קונגרס יהודי בוכרה (ע""ר)",580361285,2016,415895.0,276763.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"הפדרציה העולמית של יהדות מרוקו (ע""ר)",580370344,2016,350000.0,254892.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"ארקאדאש - קהילת יוצאי טורקיה בישראל (ע""ר)",580409449,2016,180000.0,160400.0
מורשת עדות ישראל,0019420232,משרד התרבות והספורט,א3,"קהילות שרות פיוט וניגון (ע""ר)",580540672,2016,394743.0,394743.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,החברה העירונית לתרבות ופנאי באשדוד  בע״מ (חל״צ),511757114,2016,460013.0,274013.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,תאטרון מחול אבשלום פולק  בע״מ (חל״צ),513423137,2016,1594439.0,1134788.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,להקת הפלמנקו רמנגאר בע״מ חברה לתועלת הציבור (חל״צ),514453554,2016,115257.0,82725.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,מוזיאון ישראל (חל״צ),520028275,2016,86097.0,86097.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"להקת קולבן דאנס (ע""ר)",580042422,2016,881876.0,617313.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"תיאטרון מחול ירושלים (ע""ר)",580049591,2016,407262.0,304143.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"הבלט הישראלי (ע""ר)",580049955,2016,4878429.0,3462754.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,בת-דור באר-שבע - מרכז עירוני לאמנות המחול BAT DOR MUNICIPAL DANCE CENTER-BEER-SH,580079887,2016,1845366.0,1364873.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"המרכז לתיאטרון של עכו (ע""ר)",580082824,2016,72984.0,72984.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"תיאטרון תנועה ""תמו-נע"" (ע""ר)",580103026,2016,301192.0,178660.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"להקת מחול בת-שבע (ע""ר)",580111185,2016,6750051.0,4774959.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"מרכז סוזן דלל למחול ולתיאטרון - נוה צדק, תל אביב.  (ע""ר)  THE SUZANNE DELLAL CEN",580154938,2016,1724961.02,1140690.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"פרויקטים במחול - שליד תיאטרון מחול רנה שינפלד  (ע""ר)",580198554,2016,121948.0,73113.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,מרכז התנועה שדרות אדמה (ע''ר),580200830,2016,631234.0,440578.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"עמותת הכוריאוגרפים (ע""ר)",580215333,2016,8272623.05,5272025.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"קרן עדי אגמון   (ע""ר)",580262855,2016,45000.0,29000.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"עמותת ורטיגו למחול - ירושלים (ע""ר)",580321016,2016,3678404.0,2860067.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"הזירה הבין-תחומית (ע""ר)",580352490,2016,244513.0,140640.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"תאטרון ""פסיק"" ירושלים (ע""ר)",580371045,2016,70000.0,70000.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"העמותה לקידום תרבות הפלמנקו בישראל (ע""ר)",580401404,2016,471401.0,354461.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"בלט ירושלים (ע""ר)",580420263,2016,157283.0,94295.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"הלאה - המרכז לקידום אומנויות הבמה (ע""ר)",580423283,2016,65765.0,65765.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"להקת המחול הקיבוצית (ע""ר)",580503613,2016,6630248.0,4800977.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"תיאטרון הפרינג' באר שבע (ע""ר)",580525236,2016,70652.0,70652.0
מחול תמיכה,0019420220,משרד התרבות והספורט,א3,"מחול שלם - בית עכשווי למחול (ע""ר)",580552909,2016,383522.0,313760.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,תיאטרון ירושלים לאומנויות הבמה (חל״צ),510655756,2016,30878.0,30878.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,משכנות שאננים בירושלים בע״מ (חל״צ),510673577,2016,84751.0,61424.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,סדנת ההדפס ירושלים (חל״צ),510695620,2016,134581.0,90089.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,הקם (חל״צ),510748734,2016,483622.0,297941.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,להקת הפלמנקו רמנגאר בע״מ חברה לתועלת הציבור (חל״צ),514453554,2016,39964.0,27500.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,בית אבי - חי בע״מ,560027443,2016,68000.0,68000.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"פסטיבל ישראל, ירושלים (ע""ר)",580006559,2016,1891594.0,1139618.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"סדנאות האמנים (ע""ר)",580006575,2016,138803.0,91983.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"אגודת הציירים והפסלים בישראל-אמני ירושלים (ע""ר)",580008068,2016,144765.0,103934.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"תיאטרון הקרון על שם מריו קוטליאר (ע""ר)",580010684,2016,1255912.0,753248.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מגדל דוד - מוזיאון לתולדות ירושלים (ע""ר)",580016731,2016,792735.0,478370.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"חברת יהודי איטליה בישראל (ע""ר)",580020501,2016,255118.0,145400.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"חצר היישוב הישן ע""ש יצחק קפלן (ע""ר)",580022077,2016,185682.0,110546.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"היכל שלמה המרכז למורשת היהדות בירושלים (ע""ר)",580036887,2016,116100.0,70585.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"בית עגנון בירושלים (ע""ר)",580039329,2016,300000.0,178344.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"האקדמיה למוסיקה ולמחול בירושלים (ע""ר)",580041994,2016,174497.0,100426.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"להקת קולבן דאנס (ע""ר)",580042422,2016,400000.0,273875.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"תיאטרון מחול ירושלים (ע""ר)",580049591,2016,228032.0,151529.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"הקאמרטה הישראלית - ירושלים (ע""ר)",580049708,2016,2631910.0,1555287.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מרכז החאן (ע""ר)",580051902,2016,3949064.0,2430372.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"סינמטק ירושלים - ארכיון ישראלי לסרטים (ע""ר)",580059277,2016,1273216.0,826845.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"קבוצת התיאטרון הירושלמי ע""ש בצלאל (ע""ר)",580080224,2016,267179.0,180519.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מוזיאון ארצות המקרא ירושלים (ע""ר)",580087021,2016,616801.0,374114.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"סטודיו למשחק - עמותה לטפוח אמנות הבמה (ע""ר)",580101152,2016,1137741.0,681786.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"תזמורת סימפונית ירושלים  (ע""ר)  THE JERUSALEM SYMPHONY ORCHESTRA (R.A.)",580122034,2016,3157587.0,1929655.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"המרכז למוסיקה מן המזרח (ע""ר)",580139061,2016,330000.0,184195.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"עמותת אלול - אלו ואלו (ע""ר)",580149698,2016,25720.0,25720.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מוסררה בית הספר לאמנות וחברה - ירושלים (ע""ר)",580150761,2016,1165989.0,724069.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"ביה""ס סם שפיגל לקולנוע ולטלוויזיה - ירושלים (ע""ר)",580162220,2016,2131600.0,1322905.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"תזמורת הבארוק ירושלים THE JERUSALEM BAROQUE ORCHESTRA (ע""ר)",580175966,2016,189562.0,78811.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מעלה בית הספר לקולנוע ולטלוויזיה ע""ש אורי אליצור (ע""ר)",580201309,2016,1204850.0,673791.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מוזיאון המדע ע""ש בלומפילד ירושלים (ע""ר)",580213023,2016,1669813.0,1021540.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"עמותת הכוריאוגרפים (ע""ר)",580215333,2016,133952.0,117512.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"יד ל.א. מאיר, מוזיאון לאמנות האסלאם (1994) (1994(  (ע""ר)  L.A. MAYER MUSEUM FOR",580255909,2016,430558.0,257064.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,פורום עולים ידידות (ע''ר),580270858,2016,200000.0,114577.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,''קשת אמנויות'' (ע''ר),580288728,2016,94323.0,57287.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"בית מורשת אורי צבי גרינברג (ע""ר)",580310878,2016,100000.0,100000.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"עמותת ורטיגו למחול - ירושלים (ע""ר)",580321016,2016,1162090.0,680615.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"ביה""ס לתיאטרון חזותי ירושלים (ע""ר)",580352482,2016,924678.0,596382.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"הזירה הבין-תחומית (ע""ר)",580352490,2016,817602.0,515972.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"משיב הרוח- לתרבות יהודית ישראלית (ע""ר)",580353597,2016,56647.0,46647.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"צוללת צהובה - המקום למוסיקה בירושלים (ע""ר)",580362804,2016,623410.0,412302.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"תאטרון ""פסיק"" ירושלים (ע""ר)",580371045,2016,250000.0,185717.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"תיאטרון מיקרו (ע""ר)",580373769,2016,353295.0,194867.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"בלט ירושלים (ע""ר)",580420263,2016,203352.0,135600.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"טרנטס (ע""ר)",580421378,2016,25248.0,25248.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"אספקלריא (ע""ר)",580423168,2016,582468.0,376461.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"בר-קיימא לתרבות, אמנות, מוסיקה ושלום (ע""ר)",580450898,2016,34704.0,34704.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"תיאטרון האינקובטור (ע""ר)",580502946,2016,671555.0,448118.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"הערת שוליים (ע""ר)",580504942,2016,32539.0,32539.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מוסללה ארט-טרקס (ע""ר)",580522837,2016,11133.0,11133.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מקום לשירה (ע""ר)",580537041,2016,104066.0,57130.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"האופרה הירושלמית (ע""ר)",580547602,2016,47162.0,47162.0
מענק ירושלים לתרבות,0019420247,משרד התרבות והספורט,א3,"מחול שלם - בית עכשווי למחול (ע""ר)",580552909,2016,187156.0,130257.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,אתו״ס - החברה לאומנות תרבות וספורט חיפה בע״מ (חל״צ),510145022,2016,65000.0,65000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,המכון לתרגום ספרות עברית בעמ,510356777,2016,1034737.0,580841.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,משכנות שאננים בירושלים בע״מ (חל״צ),510673577,2016,481478.0,425538.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,הקם (חל״צ),510748734,2016,202848.0,124533.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,הליקון בע״מ,511064990,2016,465359.0,270327.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,החברה העירונית לתרבות ופנאי באשדוד  בע״מ (חל״צ),511757114,2016,45000.0,45000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"החברה לפיתוח תיאטרון, מוסיקה, אמנות ומחול - חולון בע״מ (חל״צ)",512287350,2016,400000.0,320000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,צוותא לתרבות מתקדמת בע״מ (חל״צ),513377457,2016,527444.0,437078.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,בית אבי - חי בע״מ,560027443,2016,120000.0,104000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"כל ישראל חברים (ע""ר)",580010890,2016,35047.0,35047.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מרכז קהילתי אזורי (מתנ""ס) גוש עציון (ע""ר)",580013399,2016,10620.0,
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"אגודת הסופרים העבריים במדינת ישראל (ע""ר)",580013860,2016,413749.0,263598.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מרכז הספר והספריות בישראל (ע""ר)",580030260,2016,1977000.0,1286119.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מינהל קהילתי רמות אלון (ע""ר)",580031326,2016,10000.0,10000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"בית עגנון בירושלים (ע""ר)",580039329,2016,754315.0,516212.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"בית לייוויק - אגודת סופרי ועתונאי יידיש בישראל (ע""ר)",580044725,2016,63722.0,54722.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"ברית נאמני תורה ועבודה בישראל (ע""ר)",580052421,2016,72554.0,72554.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"אגודת סופרים ואמנים לקידום הספרות והתרבות (ע""ר)",580073575,2016,155623.0,101404.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"אמנים יוצרים בישראל (ע""ר)",580076842,2016,54551.0,38551.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"עמותת הציירים והפסלים (ת""א) (ע""ר)",580078293,2016,8496.0,8496.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"קבוצת התיאטרון הירושלמי ע""ש בצלאל (ע""ר)",580080224,2016,77528.0,73000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"המרכז לתיאטרון של עכו (ע""ר)",580082824,2016,70094.0,57185.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"תיאטרון תנועה ""תמו-נע"" (ע""ר)",580103026,2016,105161.0,55088.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מרכז יעקב הרצוג ללימודי יהדות (ע""ר)",580133015,2016,120000.0,120000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"עמותת אלול - אלו ואלו (ע""ר)",580149698,2016,65000.0,65000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"פסיפס - עיתון למידע על שירה - ספרי שירה ואמנות (ע""ר)",580158830,2016,90000.0,55661.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"המרכז לתרבות האנדלוסית ולפיוט בישראל (ע""ר)",580181741,2016,60000.0,60000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"תיאטרון יפו (ע""ר)",580234995,2016,53102.0,53102.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מרכז קהילתי מתנ""ס בנימינה- גבעת עדה (ע""ר)",580241610,2016,15930.0,15930.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"חוג העמקים (ע""ר)",580243590,2016,42000.0,42000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מונטן (ע""ר)",580265304,2016,36867.0,19633.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מרכז לאמנות חזותית בתל אביב (ע""ר)",580266104,2016,69719.0,42610.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"איגוד כללי של סופרים בישראל (ע""ר)",580268811,2016,347386.0,206657.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"עלמא מכללה עברית (ע""ר)",580282341,2016,55226.0,55226.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"בית מורשת אורי צבי גרינברג (ע""ר)",580310878,2016,742430.0,558430.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"הזירה הבין-תחומית (ע""ר)",580352490,2016,41419.0,41419.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"משיב הרוח- לתרבות יהודית ישראלית (ע""ר)",580353597,2016,365633.0,283443.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"אחותי - למען נשים בישראל (ע""ר)",580362747,2016,42081.0,42081.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"תיאטרון ניקו ניתאי (ע""ר)",580370773,2016,8496.0,8496.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"תאטרון ""פסיק"" ירושלים (ע""ר)",580371045,2016,53102.0,50000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"אורתו-דה (ע""ר)",580396307,2016,21241.0,21241.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מצרף (ע""ר)",580411924,2016,24000.0,14200.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"תואר (ע""ר)",580416485,2016,112604.0,64604.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"ידידי יוסף ורבקה באו - תל אביב (ע""ר)",580448686,2016,9558.0,9558.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"הו!  עמותה לספרות עברית (ע""ר)",580476968,2016,123425.0,123425.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"בית הסופר מודיעין והסביבה (ע""ר)",580482412,2016,32000.0,19200.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"תיאטרון האינקובטור (ע""ר)",580502946,2016,250000.0,190000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"העמותה ליצירה פנטסטית וספקולטיבית בישראל (ע""ר)",580520864,2016,10000.0,10000.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"מקום לשירה (ע""ר)",580537041,2016,305090.0,207673.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,"כביש אחד (ע""ר)",580574325,2016,38643.0,38643.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,המרכז לאמנות יהודית רוסית,589120880,2016,63659.0,45586.0
"ספרות, כתבי עת ומפעלי  תרבות",0019420222,משרד התרבות והספורט,א3,התיאטרון הקאמרי של תל אביב,590000659,2016,143374.0,115403.0
ספריות תמיכות,0019420223,משרד התרבות והספורט,א3,"הספריה המרכזית לעיוורים ולבעלי לקויות קריאה (ע""ר)",580030799,2016,4189226.0,2466529.0
ספריות תמיכות,0019420223,משרד התרבות והספורט,א3,"עלה - עמותה לקידום הסטודנטים העוורים והדיסלקטים בישראל (ע""ר)",580176444,2016,497456.0,257456.0
ספריות תמיכות,0019420223,משרד התרבות והספורט,א3,"מסילה - מכון ספרי יהדות לאדם המוגבל (ע""ר)",580182038,2016,219325.0,146177.0
ספריות תמיכות,0019420223,משרד התרבות והספורט,א3,"אלמנארה - עמותה לקידום אנשים עם מוגבלות (ע""ר)",580442697,2016,593993.0,429837.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,תיאטרון עירוני חיפה בע״מ (חל״צ),510341993,2016,622196.0,385408.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,מרכז תרבות בירוחם ע״ש סמואל רובין בע״מ (חל״צ),510542764,2016,112199.0,80607.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,מרכז תרבות במצפה רמון עש סמואל רובין בע״מ (חל״צ),510623648,2016,51000.0,51000.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,תיאטרון ירושלים לאומנויות הבמה (חל״צ),510655756,2016,50000.0,35793.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,מדרשת שדה בוקר בנגב (חל״צ),510658735,2016,40000.0,40000.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,משכנות שאננים בירושלים בע״מ (חל״צ),510673577,2016,173399.0,173399.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,הקם (חל״צ),510748734,2016,789985.0,570760.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,הליקון בע״מ,511064990,2016,101999.0,62535.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"מרכז תרבות, נוער וספורט רמת נגב (חל״צ)",511854788,2016,180000.0,180000.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"החברה לפיתוח תיאטרון, מוסיקה, אמנות ומחול - חולון בע״מ (חל״צ)",512287350,2016,102000.0,102000.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,צוותא לתרבות מתקדמת בע״מ (חל״צ),513377457,2016,172399.0,113200.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,המשכן לאמנויות הבמה הפיס אשדוד בע״מ (חל״צ),514729334,2016,825175.0,677182.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,בית אבי - חי בע״מ,560027443,2016,35000.0,20793.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"פסטיבל ישראל, ירושלים (ע""ר)",580006559,2016,2452064.0,1581709.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"סדנאות האמנים (ע""ר)",580006575,2016,112199.0,77471.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"תיאטרון הקרון על שם מריו קוטליאר (ע""ר)",580010684,2016,275398.0,196469.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"תיאטרון אורנה פורת לילדים ולנוער (ע""ר)",580013167,2016,40800.0,40800.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"בית הגפן המרכזי הערבי יהודי לתרבות חברה נוער וספורט (ע""ר)",580037745,2016,367198.0,225123.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"המרכז לתיאטרון של עכו (ע""ר)",580082824,2016,224399.0,137576.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"תיאטרון תנועה ""תמו-נע"" (ע""ר)",580103026,2016,339179.0,214076.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"עמותת היכל התרבות העירוני - נתניה (ע""ר)",580144624,2016,81600.0,81600.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"מוסררה בית הספר לאמנות וחברה - ירושלים (ע""ר)",580150761,2016,152999.0,105641.0
פסטיבלים לתרבות  ואומנות - תמיכה,0019420226,משרד התרבות והספורט,א3,"מרכז סוזן דלל למחול ולתיאטרון - נוה צדק, תל אביב.  (ע""ר)  THE SUZANNE DELLAL CEN",580154938,2016,203999.0,125070.0
