נושא,מספר תקנה,משרד,סוג תמיכה,מקבל התמיכה,מספר תאגיד,שנה,סה״כ אושר,סה״כ שולם
ארכיונים,0019420260,משרד התרבות והספורט,א3,יד חיים ויצמן (חל״צ),510143423,2021,465413.0,107716.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,חבצלת מוסדות תרבות וחנוך של השומר הצעיר (חל״צ),510490451,2021,1178001.0,576364.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,הארכיון המרכזי לתולדות העם היהודי (חל״צ),510525934,2021,2841132.0,1437449.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,"הארכיון והמוזיאון (פרטי) לתיאטרון ע""ש ישראל י. גור (ע""ר)",580005569,2021,296617.0,96468.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,"יד טבנקין (ע""ר)",580009306,2021,2057089.0,438869.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,"אגודת הסופרים העבריים במדינת ישראל (ע""ר)",580013860,2021,517062.0,150382.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,"מכון ז'בוטינסקי בישראל (ע""ר)",580028736,2021,2260153.0,541140.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,"""משואה"" יד לחברי תנועות הנוער הציונית בשואה ובמרי",580038784,2021,1922300.0,364746.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,"גנזך קידוש השם מכון לתיעוד, מחקר והנצחה (ע""ר)",580067122,2021,2746679.0,1191789.0
ארכיונים,0019420260,משרד התרבות והספורט,א3,"מכון שואה ואמונה - שם עולם, לעיון, תעוד ומחקר (ע""ר)",580331833,2021,,
ארכיונים,0019420260,משרד התרבות והספורט,א3,"מכון שיטים (ע""ר)",580459212,2021,372554.0,372554.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,מרכז תרבות במצפה רמון עש סמואל רובין בע״מ (חל״צ),510623648,2021,,
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,מנשר - לאמנות בע״מ (חל״צ),513720755,2021,2307066.0,904215.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"""בית צבי"" ביה""ס לאמנויות הבמה (ע""ר)",580042901,2021,2437275.0,813229.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,רימון בית ספר למוסיקה (ע''ר),580085371,2021,708311.0,205996.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"סטודיו למשחק - עמותה לטפוח אמנות הבמה (ע""ר)",580101152,2021,2879482.0,950674.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"המרכז למוסיקה מן המזרח (ע""ר)",580139061,2021,575963.0,89984.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"מכוני השכלה, תרבות ואומנויות - תל חי בגליל הגליון (ע""ר)",580145696,2021,808336.0,270704.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"מוסררה בית הספר לאמנות וחברה - ירושלים (ע""ר)",580150761,2021,1908604.0,737724.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"ביה""ס סם שפיגל לקולנוע ולטלוויזיה - ירושלים (ע""ר)",580162220,2021,2570659.0,782909.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"מעלה בית הספר לקולנוע ולטלוויזיה ע""ש אורי אליצור (ע""ר)",580201309,2021,1651151.0,528776.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"סל""ה - סטודיו לאמנויות התיאטרון - מיסודו של יורם לוינשטיין (ע""ר)",580234524,2021,1698925.0,526990.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"המכללה האקדמית ספיר (ע""ר)",580322451,2021,,
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"קולנוע יהודי תורת החיים (ע""ר)",580347086,2021,924795.0,258107.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"ביה""ס לתיאטרון חזותי ירושלים (ע""ר)",580352482,2021,1734775.0,572899.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"עמותה לקידום ופיתוח תיאטרון בובות בישראל (ע""ר)",580408896,2021,123112.0,43109.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"יתרת (ע""ר)",580415446,2021,277504.0,106231.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"גודמן - בית ספר למשחק בנגב (ע""ר)",580450823,2021,1771079.0,637734.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"בית 9 - בית ספר ובית יוצר לתיאטרון בובות בגליל (ע""ר)",580490811,2021,68163.0,26610.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"מקום לשירה (ע""ר)",580537041,2021,268639.0,129619.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"אימפרו - הסטודיו למשחק בקולנוע טלוויזיה ותיאטרון (ע""ר)",580546067,2021,285569.0,108839.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"מינהל קהילתי רוממה (ע""ר)",580587988,2021,506695.0,506695.0
בתי ספר לאומנות -  תמיכה,0019420236,משרד התרבות והספורט,א3,"כלים - גוף לעבודה כוריאוגרפית (ע""ר)",580603546,2021,76952.0,76952.0
זכויות יוצרים לקלטות -  תמיכה,0019420240,משרד התרבות והספורט,א3,הפדרציה הישראלית לתקליטים וקלטות בע״מ,511355331,2021,350000.0,
זכויות יוצרים לקלטות -  תמיכה,0019420240,משרד התרבות והספורט,א3,"איגוד המפיקים לקולנוע וטלוויזיה בישראל (ע""ר)",580004133,2021,750000.0,
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,אתו״ס - החברה לאומנות תרבות וספורט חיפה בע״מ (חל״צ),510145022,2021,989137.0,359533.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,מרכז תרבות במצפה רמון עש סמואל רובין בע״מ (חל״צ),510623648,2021,24424.0,24424.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,מרכז תרבות באופקים עש סמואל רובין בע״מ (חל״צ),510623812,2021,104311.0,42774.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"החברה לפיתוח תיאטרון, מוסיקה, אמנות ומחול - חולון בע״מ (חל״צ)",512287350,2021,296160.0,121444.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,החברה לאמנות ולתרבות הרצליה בע״מ (חל״צ),513899153,2021,268290.0,110015.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"סינמטק תל - אביב (ע""ר)",580002053,2021,1420336.0,823683.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"קרן יהושע רבינוביץ לאמנויות, תל אביב (ע""ר)",580035756,2021,37334437.0,33371963.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"סינמטק ירושלים - ארכיון ישראלי לסרטים (ע""ר)",580059277,2021,2764266.0,1365986.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"מרכז קהילתי שומרון (ע""ר)",580080133,2021,4500000.0,4500000.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"קרן הקולנוע הישראלי (ע""ר) (.ISRAEL FILM FUND (R.A",580151033,2021,22883607.0,20525099.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"האקדמיה הישראלית לקולנוע וטלוויזיה (ע""ר)",580151272,2021,936209.0,522363.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"ביה""ס סם שפיגל לקולנוע ולטלוויזיה - ירושלים (ע""ר)",580162220,2021,125000.0,125000.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"מעלה בית הספר לקולנוע ולטלוויזיה ע""ש אורי אליצור (ע""ר)",580201309,2021,,
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"הקרן החדשה לקולנוע וטלוויזיה (ע""ר)",580234870,2021,9489608.0,9489608.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"קרן מקור לסרטי קולנוע וטלוויזיה (ע""ר)",580272409,2021,5807842.0,3798170.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"הפורום הדוקומנטרי בישראל (ע""ר)",580318590,2021,414676.0,267023.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"המכללה האקדמית ספיר (ע""ר)",580322451,2021,381890.0,226393.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"דוקאביב - העמותה לקידום הסרט הדוקומנטרי {ע""ר}",580324101,2021,1117852.0,454916.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"סינמטק שדרות (ע""ר)",580350403,2021,433321.0,177690.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"מחר - מעורבות, חינוך, רווחה (ע""ר)",580355105,2021,,
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"קרן גשר לקולנוע רב תרבותי (ע""ר)",580358190,2021,11754888.0,11629888.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"קופרו - קרן לשיווק תוכן ישראלי (ע""ר)",580390961,2021,1477015.0,995605.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"סינמטק ראש פינה (ע""ר)",580488104,2021,268290.0,110015.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"העמותה ליצירה פנטסטית וספקולטיבית בישראל (ע""ר)",580520864,2021,123972.0,123972.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"העמותה לקידום סרטי תרבות ואמנות (ע""ר)",580530616,2021,177568.0,105266.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"מרכז תרבות נוף הגליל (ע""ר)",580534956,2021,,
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"קרן קולנוע גליל (ע""ר)",580544997,2021,1366406.0,1343537.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"סולידריות לאמנות אקטיביזם וזכויות אדם (ע""ר)",580617355,2021,135968.0,135968.0
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,"החזית הצפונית - לקידום אמנים ויוצרים בגליל ובצפון (ע""ר)",580639037,2021,,
חוק  הקולנוע,0019420228,משרד התרבות והספורט,א3,אוניברסיטת תל-אביב אגודה,589931187,2021,798043.0,289316.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,אוניברסיטת חיפה,500701628,2021,579967.0,211481.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,וילפריד ישראל חברה לאמנות וידיעת המזרח בע״מ (חל״צ),510175417,2021,275897.0,108233.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"משכן לאמנות עין חרוד, ע״ש חיים אתר בע״מ (חל״צ)",510177587,2021,466774.0,193251.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,חברת בית יציב ב.ש בע״מ - חברה לתועלת הציבור,510237894,2021,914791.0,415201.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,חבצלת מוסדות תרבות וחנוך של השומר הצעיר (חל״צ),510490451,2021,188444.0,119368.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מרכז קהילתי ביבנה עש גרמנוב וסימון בע״מ (חל״צ),510542822,2021,220000.0,123627.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,שנקר הנדסה. עיצוב. אמנות. (חל״צ),510552391,2021,9375.0,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מרכז תרבות בערד עש סמואל רובין בע״מ (חל״צ),510623754,2021,154798.0,154798.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,סדנת ההדפס ירושלים (חל״צ),510695620,2021,362923.0,143272.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,קרן מוזיאון רובין (חל״צ),510697501,2021,229426.0,77114.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מוזיאוני חיפה (חל״צ),510730898,2021,2182710.0,863145.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מרכז קהילתי בכפר סבא ע״ש שושנה ופנחס ספיר בע״מ (חל״צ),510796527,2021,300000.0,120481.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,ספריה ומרכז הנצחה בקרית טבעון בע״מ (חל״צ),511068223,2021,368855.0,183826.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,החברה העירונית לתרבות ופנאי באשדוד  בע״מ (חל״צ),511757114,2021,510490.0,189558.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,פוטו 10 בע״מ,511766107,2021,7500.0,7500.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,קרן מוזיאון הצייר משה קסטל (חל״צ),512102575,2021,110000.0,36630.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"החברה לפיתוח תיאטרון, מוסיקה, אמנות ומחול - חולון בע״מ (חל״צ)",512287350,2021,1011755.0,383427.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מנשר - לאמנות בע״מ (חל״צ),513720755,2021,107192.0,45538.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,החברה לאמנות ולתרבות הרצליה בע״מ (חל״צ),513899153,2021,619286.0,237424.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מאיה 360 בע״מ,514790120,2021,130137.0,130137.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,ספקטרום - בית לתרבות ואמנות בירושלים בע״מ (חל״צ),515770444,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מוזיאון תל אביב לאמנות (חל״צ),520002320,2021,5263239.0,2044631.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,בית אהרנסון מוזיאון נילי זכרון יעקב (חל״צ),520028168,2021,247410.0,169144.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מוזיאון ישראל (חל״צ),520028275,2021,22468640.0,8261711.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,מוזיאון ארץ ישראל - תל - אביב (חל״צ),520035908,2021,2261795.0,854957.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"קרן להנצחת זכר חללי גיטו טרזין (טרזיינשטט) (ע""ר)",580002780,2021,721525.0,287079.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"אגודת שוחרי מוזיאון האדם והחי (ע""ר)",580004794,2021,302010.0,116829.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"בית יגאל אלון- מרכז הנצחה (ע""ר)",580005270,2021,820061.0,353371.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מכון בר-דוד לאומנות יהודים בר-עם (ע""ר)",580006310,2021,147377.0,55700.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"סדנאות האמנים (ע""ר)",580006575,2021,316698.0,133167.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"אגודת הציירים והפסלים בישראל-אמני ירושלים (ע""ר)",580008068,2021,383575.0,189956.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מדעטק - המוזיאון הלאומי למדע, טכנולוגיה וחלל בטכניון מרכז דניאל ומטילדה רקנאטי (",580015717,2021,4023689.0,1449062.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מגדל דוד - מוזיאון לתולדות ירושלים (ע""ר)",580016731,2021,1252467.0,486483.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"החברה להגנת הטבע (ע""ר)",580017499,2021,166572.0,61325.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"חצר היישוב הישן ע""ש יצחק קפלן (ע""ר)",580022077,2021,259002.0,90270.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"היכל שלמה המרכז למורשת היהדות בירושלים (ע""ר)",580036887,2021,200693.0,67694.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון החאן חדרה (ע""ר)",580039162,2021,206772.0,84624.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון יד מרדכי (ע""ר)",580040061,2021,709796.0,282561.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מרכז תרבות והנצחה (ע""ר)",580041085,2021,112058.0,37434.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"התזמורת הקאמרית הישראלית (ע""ר)",580044873,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"בית לוחמי הגיטאות ע""ש יצחק קצנלסון למורשת השואה והמרד (ע""ר)",580046134,2021,2625310.0,998450.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון ינקו דאדא (ע""ר)",580055929,2021,303940.0,105757.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"חצר הראשונים עין שמר (ע""ר)",580061802,2021,375431.0,125129.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"""בית המאירי"" מוזיאון מכון עמותה לחקר תולדות הישוב היהודי בצפת (ע""ר)",580067338,2021,183237.0,59893.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון נחום גוטמן לאמנות (ע""ר)",580067551,2021,395792.0,104384.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"אמנים יוצרים בישראל (ע""ר)",580076842,2021,225182.0,68704.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון עתיקות הגולן (ע""ר)",580077964,2021,550000.0,201067.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"עמותת הציירים והפסלים (ת""א) (ע""ר)",580078293,2021,386199.0,123093.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון ארצות המקרא ירושלים (ע""ר)",580087021,2021,807677.0,244177.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"המזגגה (ע""ר)",580117521,2021,265158.0,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"עמותת היכל התרבות העירוני - נתניה (ע""ר)",580144624,2021,105468.0,105468.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"סדנאות האמנים בתל אביב (ע""ר)",580144996,2021,178590.0,62745.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוסררה בית הספר לאמנות וחברה - ירושלים (ע""ר)",580150761,2021,253345.0,88898.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"עמותת מרכז אומנויות ע""ש ברר במעלות (ע""ר)",580159291,2021,259729.0,141379.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"זיק לאמנות חזותית (ע""ר)",580169480,2021,33600.0,33600.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מכון רימון לידיעת הארץ (ע""ר)",580175644,2021,237755.0,83792.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"קהילתיים - תרבות פנאי וקהילה בגבעתיים (ע""ר)",580189595,2021,50000.0,33699.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון פרטי בית אורי ורמי נחושתן (ע""ר)",580210920,2021,276038.0,85113.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון המדע ע""ש בלומפילד ירושלים (ע""ר)",580213023,2021,2956998.0,1076959.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מדרשת שכטר (ע""ר)",580223899,2021,174542.0,77898.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"תיאטרון יפו (ע""ר)",580234995,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"יד ל.א. מאיר, מוזיאון לאמנות האסלאם (1994) (1994(  (ע""ר)  L.A. MAYER MUSEUM FOR",580255909,2021,767914.0,767914.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"קרן רמלה לחינוך תרבות ופיתוח - עמותה ציבורית (ע""ר)",580259661,2021,139500.0,139500.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מרכז לאמנות חזותית בתל אביב (ע""ר)",580266104,2021,170000.0,45949.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"התאחדות האדריכלים ובוני הערים בישראל (ע""ר)",580290096,2021,183644.0,65599.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"המוזיאון הארכיאולוגי בקיבוץ עין-דור (ע""ר)",580292639,2021,329974.0,84278.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון העמק (ע""ר)",580302339,2021,266672.0,103439.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"על התפר (ע""ר) (.ON THE SEAM ASSOCIATION (R.A",580303469,2021,13500.0,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"בית מורשת אורי צבי גרינברג (ע""ר)",580310878,2021,5625.0,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"המרכז לאמנות עכשווית (ע""ר)",580313112,2021,270339.0,98262.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"המכללה האקדמית ספיר (ע""ר)",580322451,2021,124606.0,56696.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"העמותה לאמנות בקהילה ודיאלוג בינתרבותי (ע""ר)",580332120,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מכון דוידסון לחינוך מדעי ליד מכון ויצמן למדע (ע""ר)",580335818,2021,668002.0,194748.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"בית חיים שטורמן - מוזיאון ומכון לידיעת האיזור (ע""ר)",580340834,2021,251449.0,100975.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"אחותי - למען נשים בישראל (ע""ר)",580362747,2021,7500.0,7500.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"האיגוד המקצועי של האמנים הפלסטיים בישראל (ע""ר)",580379428,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"תואר (ע""ר)",580416485,2021,183750.0,104491.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון בית מרים - הים ומלואו - ארכיאולוגיה ואקולוגיה ימית (ע""ר)",580446128,2021,100960.0,36569.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"בר-קיימא לתרבות, אמנות, מוסיקה ושלום (ע""ר)",580450898,2021,216598.0,125952.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"דנה - גלריה לאמנות (ע""ר)",580461267,2021,100000.0,60005.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"עמותת אלפרד לקידום אמנות ותרבות (ע""ר)",580466282,2021,144453.0,45062.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"קבוצת אגריפס 12 - גלריה לאמנים (ע""ר)",580468221,2021,129008.0,52040.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון האדם הקדמון (ע""ר)",580468692,2021,160918.0,60927.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"תנועת תרבות - בית היוצר לחידוש התרבות בישראל (ע""ר)",580471118,2021,122500.0,122500.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מעבדתרבות דימונה (ע""ר)",580482941,2021,138280.0,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"אמונה - אפרתה - מכללה אקדמית לאמנויות וחינוך (ע""ר)",580488534,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"הערת שוליים (ע""ר)",580504942,2021,245343.0,96419.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"חנינא - מקום לאמנות עכשווית (ע""ר)",580511343,2021,94230.0,33750.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"כורש - עמותה לקידום אמנות ותרבות (ע""ר)",580511848,2021,143418.0,92333.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"לצאת מהקופסא (ע""ר)",580529113,2021,27000.0,27000.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"סטודיו משלך - מרכז לנשים אמניות יוצרות (ע""ר)",580546927,2021,100307.0,100307.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"ארט פרוג'קט ג'רוזלם -  2M  (ע""ר)",580557379,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מקום לאמנות - המרכז לקידום הביאנלה הים תיכונית, אמנות עכשווית, חינוך וחברה (ע""ר)",580558641,2021,167500.0,100830.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"גלריה בנימין (ע""ר)",580560712,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מרסל, לקידום אמנות ותרבות (ע""ר)",580569002,2021,,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"יוצרים תרבות (ע""ר)",580572592,2021,117500.0,56647.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"אינדי גלריה לצילום (ע""ר)",580592020,2021,64752.0,64752.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מקום לאמנות בקרית המלאכה (ע""ר)",580593861,2021,230000.0,82171.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"עמותה לקידום בית חנקין בכפר יהושע (ע""ר)",580605137,2021,68697.0,68697.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מוזיאון יהדות איטליה ע""ש ש""א נכון (ע""ר)",580605434,2021,319215.0,112115.0
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"בין שמיים לארץ (ע""ר)",580617660,2021,2250.0,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"""המקרר"" - קבוצת אומנות ותרבות (ע""ר)",580622066,2021,4500.0,
מוזיאונים ואמנות פלסטית,0019420218,משרד התרבות והספורט,א3,"מרכז רכטר לאדריכלות (ע""ר)",580654028,2021,4500.0,4500.0
